CM,TRI,CY,FAM,WOM,PR,SR,FR,TR,PU,PEOU,ITU,PUFR,PUSR,PUPR,PEOUFR,PEOUSR,PEOUPR
4.00 ,3.25 ,3.25 ,3.50 ,3.00 ,4.67 ,4.50 ,3.67 ,4.25 ,3.50 ,4.00 ,4.00 ,14.67 ,15.75 ,16.33 ,14.67 ,18.00 ,18.67 
3.00 ,4.00 ,3.00 ,3.00 ,4.00 ,3.67 ,3.00 ,4.67 ,3.00 ,3.00 ,3.00 ,3.75 ,14.00 ,9.00 ,11.00 ,14.00 ,9.00 ,11.00 
4.00 ,4.00 ,3.50 ,3.50 ,4.00 ,3.33 ,3.75 ,4.00 ,3.25 ,4.00 ,4.00 ,4.00 ,16.00 ,15.00 ,13.33 ,16.00 ,15.00 ,13.33 
4.33 ,4.25 ,3.25 ,3.50 ,3.00 ,4.33 ,4.00 ,4.00 ,3.00 ,4.00 ,4.00 ,4.00 ,16.00 ,16.00 ,17.33 ,16.00 ,16.00 ,17.33 
5.00 ,5.00 ,5.00 ,4.00 ,4.00 ,5.00 ,5.00 ,2.00 ,4.00 ,4.00 ,4.00 ,4.00 ,8.00 ,20.00 ,20.00 ,8.00 ,20.00 ,20.00 
5.00 ,4.50 ,5.00 ,4.00 ,4.00 ,4.00 ,4.00 ,3.33 ,4.00 ,4.00 ,4.00 ,5.00 ,13.33 ,16.00 ,16.00 ,13.33 ,16.00 ,16.00 
4.00 ,4.25 ,4.00 ,4.00 ,4.00 ,3.33 ,4.00 ,2.67 ,4.00 ,4.00 ,4.00 ,4.00 ,10.67 ,16.00 ,13.33 ,10.67 ,16.00 ,13.33 
3.00 ,2.25 ,2.25 ,3.00 ,2.67 ,3.00 ,2.50 ,4.00 ,3.00 ,2.25 ,3.00 ,2.25 ,12.00 ,5.63 ,6.75 ,12.00 ,7.50 ,9.00 
5.00 ,4.50 ,3.50 ,4.00 ,4.00 ,5.00 ,4.25 ,3.00 ,4.00 ,4.50 ,5.00 ,5.00 ,15.00 ,19.13 ,22.50 ,15.00 ,21.25 ,25.00 
3.00 ,4.75 ,4.00 ,3.50 ,3.33 ,4.67 ,3.75 ,4.00 ,4.00 ,5.00 ,4.25 ,5.00 ,17.00 ,18.75 ,23.33 ,17.00 ,15.94 ,19.83 
1.67 ,1.25 ,1.00 ,1.00 ,4.33 ,5.00 ,3.00 ,5.00 ,2.25 ,2.25 ,1.00 ,1.00 ,5.00 ,6.75 ,11.25 ,5.00 ,3.00 ,5.00 
3.00 ,3.00 ,3.00 ,3.00 ,4.00 ,3.67 ,3.00 ,4.67 ,3.00 ,3.00 ,1.75 ,2.50 ,8.17 ,9.00 ,11.00 ,8.17 ,5.25 ,6.42 
5.00 ,5.00 ,5.00 ,5.00 ,4.00 ,5.00 ,5.00 ,4.00 ,5.00 ,4.75 ,5.00 ,5.00 ,20.00 ,23.75 ,23.75 ,20.00 ,25.00 ,25.00 
4.00 ,4.00 ,4.00 ,4.00 ,4.00 ,3.33 ,4.00 ,2.00 ,4.00 ,4.00 ,4.00 ,4.00 ,8.00 ,16.00 ,13.33 ,8.00 ,16.00 ,13.33 
5.00 ,4.25 ,4.25 ,4.00 ,3.33 ,5.00 ,4.25 ,3.67 ,4.00 ,4.50 ,4.00 ,4.50 ,14.67 ,19.13 ,22.50 ,14.67 ,17.00 ,20.00 
5.00 ,4.50 ,4.50 ,4.00 ,3.00 ,5.00 ,4.00 ,2.00 ,3.25 ,4.00 ,4.00 ,4.00 ,8.00 ,16.00 ,20.00 ,8.00 ,16.00 ,20.00 
3.67 ,4.00 ,3.75 ,3.00 ,3.33 ,4.00 ,3.75 ,3.00 ,3.00 ,4.25 ,3.00 ,4.00 ,9.00 ,15.94 ,17.00 ,9.00 ,11.25 ,12.00 
